#complex,groundtruth,simplifiedcomplex,simplifiedgroundtruth,z3flag,simtime
-5*z-2*~((3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)^z)+2*(z&(x|(3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)))+2*~(x|((3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)|z))+2*~(~x|((3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)|z))+3*(x&(~(3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)&z))+5*(x&((3*(a&b)+2*(a&~b)-2*(a|~b)+1*~(a|b)+1*~a)&z)),-5*(~x&(~b&z))-5*(~x&(b&z)),-5*z+5*(x&z),-5*z+5*(x&z),True,0.1525590419769287
-3*(y^~(~(1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)&(~y&z)))+3*(y^((1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)|~z))+11*~((1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)|(y|z))+11*~((1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)|(~y|z))+11*~(~(1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)|(y|z))+11*~(~(1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)|(~y|z))-3*(~(1*(a&b)+3*(a&~b)-2*(a^b)+2*~(a|b)+4*~(a|~b)-2*~a)&(y&z)),11*~z,-11*z+11*~(a&~a),-11*z+11*~(a&~a),True,0.15474748611450195
-1*(~(x^(-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b)))&(x^z))+1*((x&z)^(x^(~(-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))&z)))+1*(((-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))&~z)^(~x|((-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))^z)))-1*~(x|((-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))|z))-1*~(~x|((-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))|z))-1*(~x&((-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))&z))-2*(x&(~(-4*(a&b)-12*(a&~b)+5*(a|~b)+7*~(a&b)-12*~(a|b)-6*~(a|~b))&z)),1*(~x&(~b&z)),z-(b&z)-(x&z)+(x&b&z),z-(b&z)-(x&z)+(x&b&z),True,0.15285015106201172
2*(~((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)^y)|~((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)^z))+3*(((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)&z)^(y|z))+1*~((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)|(y|z))-5*~(~(-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)|(~y|z))-2*(~(-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)&(~y&z))+1*((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)&(~y&z))+1*((-3*(a&b)-3*(a&~b)+4*(a|~b)+1*~(a|b)+5*~(a|~b)-5*~a)&(y&z)),3*(z|~(a|y))+5*~(a|(~y|z)),-3*a+2*y-2*(a&y)-2*(y&z)+3*(a&z)+2*(a&y&z)+3*~(a&~a),-3*a+2*y-2*(a&y)-2*(y&z)+3*(a&z)+2*(a&y&z)+3*~(a&~a),True,0.1707460880279541
7*((12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))^~(x&(~(12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))&z)))-7*(x^((12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))&z))-14*~(x|((12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))|z))-7*~(x|(~(12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))|z))-7*~(~x|((12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))|z))-14*(~x&(~(12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))&z))-7*(x&((12*(a&b)+17*(a&~b)-6*~(a&b)-11*~(a&~a)+17*~(a|b)+18*~(a|~b))&z)),-7*~(x&~x),-7*~(x&~x),-7*~(x&~x),True,0.10138201713562012
5*~(~(-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)|(~y&z))-7*(((-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)&y)|~(y|z))-11*(((-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)|~y)&((-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)^(y^z)))+7*~((-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)|(y|z))+13*~(~(-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)|(y|z))+2*~(~(-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)|(~y|z))+11*(~(-6*(a&b)+7*~(a^b)-8*~(a|b)+1*~b)&(~y&z)),-13*(a&(y&z)),-13*(a&y&z),-13*(a&y&z),True,0.1376936435699463
-7*(((3*(a&b)+1*(a&~b)-1*a-1*~(a&~b)+1*~(a|b)+2*~(a|~b))&z)|(x&((3*(a&b)+1*(a&~b)-1*a-1*~(a&~b)+1*~(a|b)+2*~(a|~b))|z)))-1*(~(x&(3*(a&b)+1*(a&~b)-1*a-1*~(a&~b)+1*~(a|b)+2*~(a|~b)))&~((3*(a&b)+1*(a&~b)-1*a-1*~(a&~b)+1*~(a|b)+2*~(a|~b))^z))-1*((3*(a&b)+1*(a&~b)-1*a-1*~(a&~b)+1*~(a|b)+2*~(a|~b))&(x^z))+1*~(x|((3*(a&b)+1*(a&~b)-1*a-1*~(a&~b)+1*~(a|b)+2*~(a|~b))|z))+1*~(~x|((3*(a&b)+1*(a&~b)-1*a-1*~(a&~b)+1*~(a|b)+2*~(a|~b))|z))+9*(~x&((3*(a&b)+1*(a&~b)-1*a-1*~(a&~b)+1*~(a|b)+2*~(a|~b))&z))+7*(x&((3*(a&b)+1*(a&~b)-1*a-1*~(a&~b)+1*~(a|b)+2*~(a|~b))&z)),-8*~(~x|(~b|z))-7*(x&(~b&z)),-8*(x&b)-7*(x&z)+15*(x&b&z),-8*(x&b)-7*(x&z)+15*(x&b&z),True,0.1557157039642334
-2*(~((-10*(a&b)+8*(a&~b)+11*b-7*~(a&b)+7*~(a|b)-4*~(a|~b))&~y)&(y^z))-1*(~(-10*(a&b)+8*(a&~b)+11*b-7*~(a&b)+7*~(a|b)-4*~(a|~b))&(y|z))-2*~((-10*(a&b)+8*(a&~b)+11*b-7*~(a&b)+7*~(a|b)-4*~(a|~b))|(~y|z))+2*~(~(-10*(a&b)+8*(a&~b)+11*b-7*~(a&b)+7*~(a|b)-4*~(a|~b))|(~y|z))+3*(~(-10*(a&b)+8*(a&~b)+11*b-7*~(a&b)+7*~(a|b)-4*~(a|~b))&(~y&z))+1*(~(-10*(a&b)+8*(a&~b)+11*b-7*~(a&b)+7*~(a|b)-4*~(a|~b))&(y&z))-5*((-10*(a&b)+8*(a&~b)+11*b-7*~(a&b)+7*~(a|b)-4*~(a|~b))&(~y&z)),-5*((a^y)&~(a^z)),-5*y+5*(a&y)+5*(y&z)-5*(a&z),-5*y+5*(a&y)+5*(y&z)-5*(a&z),True,0.16486120223999023
2*((x&z)^(x^(~(13*(a&b)-5*b-7*~(a&~b)+7*~(a|b)+13*~(a|~b))&z)))+1*(z^(~x|(~(13*(a&b)-5*b-7*~(a&~b)+7*~(a|b)+13*~(a|~b))|z)))-1*((13*(a&b)-5*b-7*~(a&~b)+7*~(a|b)+13*~(a|~b))&~(x^z))-1*~(x|((13*(a&b)-5*b-7*~(a&~b)+7*~(a|b)+13*~(a|~b))|z))-3*~(~x|((13*(a&b)-5*b-7*~(a&~b)+7*~(a|b)+13*~(a|~b))|z))-2*~(~x|(~(13*(a&b)-5*b-7*~(a&~b)+7*~(a|b)+13*~(a|~b))|z))-2*(~x&(~(13*(a&b)-5*b-7*~(a&~b)+7*~(a|b)+13*~(a|~b))&z)),2*(x&(~b&z))-1*(x&(b&z)),2*(x&z)-3*(x&b&z),2*(x&z)-3*(x&b&z),True,0.20221233367919922
-2*((1*(a&b)-3*(a&~b)-3*~(a|b)+1*~(a|~b)-1*~a+4*~b)|y)+1*(z^~((1*(a&b)-3*(a&~b)-3*~(a|b)+1*~(a|~b)-1*~a+4*~b)|y))-2*~((1*(a&b)-3*(a&~b)-3*~(a|b)+1*~(a|~b)-1*~a+4*~b)|(y|z))+1*~((1*(a&b)-3*(a&~b)-3*~(a|b)+1*~(a|~b)-1*~a+4*~b)|(~y|z))+2*~(~(1*(a&b)-3*(a&~b)-3*~(a|b)+1*~(a|~b)-1*~a+4*~b)|(y|z))+1*~(~(1*(a&b)-3*(a&~b)-3*~(a|b)+1*~(a|~b)-1*~a+4*~b)|(~y|z))-1*(~(1*(a&b)-3*(a&~b)-3*~(a|b)+1*~(a|~b)-1*~a+4*~b)&(~y&z)),-1*(~a|(y|z)),a-(a&y)-(a&z)+(a&y&z)-~(a&~a),a-(a&y)-(a&z)+(a&y&z)-~(a&~a),True,0.19886302947998047
11*((x&(-2*(a&b)-4*(a&~b)+4*(a|b)-1*~(a&~b)+1*~(a|b)-2*~(a|~b)))^((-2*(a&b)-4*(a&~b)+4*(a|b)-1*~(a&~b)+1*~(a|b)-2*~(a|~b))|~z))+7*((x&~(-2*(a&b)-4*(a&~b)+4*(a|b)-1*~(a&~b)+1*~(a|b)-2*~(a|~b)))|~(x^((-2*(a&b)-4*(a&~b)+4*(a|b)-1*~(a&~b)+1*~(a|b)-2*~(a|~b))^z)))+2*(z^(~x|((-2*(a&b)-4*(a&~b)+4*(a|b)-1*~(a&~b)+1*~(a|b)-2*~(a|~b))|z)))-20*~(x|((-2*(a&b)-4*(a&~b)+4*(a|b)-1*~(a&~b)+1*~(a|b)-2*~(a|~b))|z))-13*~(x|(~(-2*(a&b)-4*(a&~b)+4*(a|b)-1*~(a&~b)+1*~(a|b)-2*~(a|~b))|z))-18*~(~x|((-2*(a&b)-4*(a&~b)+4*(a|b)-1*~(a&~b)+1*~(a|b)-2*~(a|~b))|z))-9*~(~x|(~(-2*(a&b)-4*(a&~b)+4*(a|b)-1*~(a&~b)+1*~(a|b)-2*~(a|~b))|z)),18*(~x&(b&z))+7*(x&(~b&z)),18*(b&z)+7*(x&z)-25*(x&b&z),18*(b&z)+7*(x&z)-25*(x&b&z),True,0.2230515480041504
-3*(z^~(~(-4*(a&b)-15*(a&~b)+5*a+11*~(a&b)-11*~(a|b)-11*~(a|~b))|(~y&z)))-1*((-4*(a&b)-15*(a&~b)+5*a+11*~(a&b)-11*~(a|b)-11*~(a|~b))&(~y|z))-4*~((-4*(a&b)-15*(a&~b)+5*a+11*~(a&b)-11*~(a|b)-11*~(a|~b))|(~y|z))-1*~(~(-4*(a&b)-15*(a&~b)+5*a+11*~(a&b)-11*~(a|b)-11*~(a|~b))|(~y|z))+3*(~(-4*(a&b)-15*(a&~b)+5*a+11*~(a&b)-11*~(a|b)-11*~(a|~b))&(~y&z))-1*(~(-4*(a&b)-15*(a&~b)+5*a+11*~(a&b)-11*~(a|b)-11*~(a|~b))&(y&z))-3*((-4*(a&b)-15*(a&~b)+5*a+11*~(a&b)-11*~(a|b)-11*~(a|~b))&(y&z)),-4*(a|y),-4*a-4*y+4*(a&y),-4*(a|y),True,0.14974069595336914
-6*~(x|((6*(a&b)+1*(a&~b)-1*~(a&b)-5*~(a&~b)+6*~(a|b)+7*~(a|~b))^z))-2*((6*(a&b)+1*(a&~b)-1*~(a&b)-5*~(a&~b)+6*~(a|b)+7*~(a|~b))^~(~x|((6*(a&b)+1*(a&~b)-1*~(a&b)-5*~(a&~b)+6*~(a|b)+7*~(a|~b))&z)))+2*(~x|(~(6*(a&b)+1*(a&~b)-1*~(a&b)-5*~(a&~b)+6*~(a|b)+7*~(a|~b))|z))-2*(~z&~(x^(6*(a&b)+1*(a&~b)-1*~(a&b)-5*~(a&~b)+6*~(a|b)+7*~(a|~b))))+6*~(x|((6*(a&b)+1*(a&~b)-1*~(a&b)-5*~(a&~b)+6*~(a|b)+7*~(a|~b))|z))+2*~(~x|(~(6*(a&b)+1*(a&~b)-1*~(a&b)-5*~(a&~b)+6*~(a|b)+7*~(a|~b))|z))-2*(~x&(~(6*(a&b)+1*(a&~b)-1*~(a&b)-5*~(a&~b)+6*~(a|b)+7*~(a|~b))&z)),-6*(~x&(b&z)),-6*(b&z)+6*(x&b&z),-6*(b&z)+6*(x&b&z),True,0.15837740898132324
1*(z^((-10*(a&b)+1*(a^b)+11*~(a&~b)-11*~(a|b)-12*~(a|~b))&(y|z)))+1*(((-10*(a&b)+1*(a^b)+11*~(a&~b)-11*~(a|b)-12*~(a|~b))&y)^(y|z))+1*(y^(~(-10*(a&b)+1*(a^b)+11*~(a&~b)-11*~(a|b)-12*~(a|~b))|(y&z)))-2*~(~(-10*(a&b)+1*(a^b)+11*~(a&~b)-11*~(a|b)-12*~(a|~b))|(~y|z))-3*(~(-10*(a&b)+1*(a^b)+11*~(a&~b)-11*~(a|b)-12*~(a|~b))&(~y&z))-2*(~(-10*(a&b)+1*(a^b)+11*~(a&~b)-11*~(a|b)-12*~(a|~b))&(y&z))-1*((-10*(a&b)+1*(a^b)+11*~(a&~b)-11*~(a|b)-12*~(a|~b))&(~y&z)),1*~(a|(y|z))+1*~(a|(~y|z)),-a-z+(a&z)+~(a&~a),-a-z+(a&z)+~(a&~a),True,0.16498875617980957
-1*((3*(a&~b)+1*~(a&~b)+2*~(a|b)-3*~b)^~(x&(~(3*(a&~b)+1*~(a&~b)+2*~(a|b)-3*~b)&z)))-1*((3*(a&~b)+1*~(a&~b)+2*~(a|b)-3*~b)^~(~x&((3*(a&~b)+1*~(a&~b)+2*~(a|b)-3*~b)&z)))-1*(~x&((3*(a&~b)+1*~(a&~b)+2*~(a|b)-3*~b)^z))+1*~(x|(~(3*(a&~b)+1*~(a&~b)+2*~(a|b)-3*~b)|z))+2*~(~x|((3*(a&~b)+1*~(a&~b)+2*~(a|b)-3*~b)|z))+3*(~x&(~(3*(a&~b)+1*~(a&~b)+2*~(a|b)-3*~b)&z))+1*(x&(~(3*(a&~b)+1*~(a&~b)+2*~(a|b)-3*~b)&z)),-2*~(x|(b|z))-1*(~x&(b&z)),2*x+2*b+2*z-2*(x&b)-3*(b&z)-2*(x&z)+3*(x&b&z)-2*~(x&~x),2*x+2*b+2*z-2*(x&b)-3*(b&z)-2*(x&z)+3*(x&b&z)-2*~(x&~x),True,0.24238276481628418
-2*(z&((4*(a&b)+4*(a&~b)-5*(a|b)+2*~(a&~a)-2*~(a|b)+3*~(a|~b))^y))+5*(y^~(~(4*(a&b)+4*(a&~b)-5*(a|b)+2*~(a&~a)-2*~(a|b)+3*~(a|~b))&(y&z)))-5*~((4*(a&b)+4*(a&~b)-5*(a|b)+2*~(a&~a)-2*~(a|b)+3*~(a|~b))|(y|z))+6*~((4*(a&b)+4*(a&~b)-5*(a|b)+2*~(a&~a)-2*~(a|b)+3*~(a|~b))|(~y|z))+1*~(~(4*(a&b)+4*(a&~b)-5*(a|b)+2*~(a&~a)-2*~(a|b)+3*~(a|~b))|(y|z))+1*(~(4*(a&b)+4*(a&~b)-5*(a|b)+2*~(a&~a)-2*~(a|b)+3*~(a|~b))&(~y&z))+3*(~(4*(a&b)+4*(a&~b)-5*(a|b)+2*~(a&~a)-2*~(a|b)+3*~(a|~b))&(y&z)),6*(a^(y|z))+3*(a&(~y&z)),6*a+6*y+6*z-12*(a&y)-6*(y&z)-9*(a&z)+9*(a&y&z),6*a+6*y+6*z-12*(a&y)-6*(y&z)-9*(a&z)+9*(a&y&z),True,0.23943734169006348
-7*(~(-1*(a&b)-2*(a&~b)+3*(a|b)-1*a-2*~(a|~b))&~(x^z))+2*(x^(~(-1*(a&b)-2*(a&~b)+3*(a|b)-1*a-2*~(a|~b))|z))+1*~(x|((-1*(a&b)-2*(a&~b)+3*(a|b)-1*a-2*~(a|~b))|z))-6*~(~x|(~(-1*(a&b)-2*(a&~b)+3*(a|b)-1*a-2*~(a|~b))|z))-2*(~x&(~(-1*(a&b)-2*(a&~b)+3*(a|b)-1*a-2*~(a|~b))&z))-2*(~x&((-1*(a&b)-2*(a&~b)+3*(a|b)-1*a-2*~(a|~b))&z))+7*(x&(~(-1*(a&b)-2*(a&~b)+3*(a|b)-1*a-2*~(a|~b))&z)),-4*(~z&~(x^b)),4*x+4*b+4*z-8*(x&b)-4*(b&z)-4*(x&z)+8*(x&b&z)-4*~(x&~x),4*x+4*b+4*z-8*(x&b)-4*(b&z)-4*(x&z)+8*(x&b&z)-4*~(x&~x),True,0.2267780303955078
1*(y&~((1*(a&b)+3*(a&~b)+3*~(a|b)+1*~(a|~b)-1*~a-2*~b)&z))-1*~((1*(a&b)+3*(a&~b)+3*~(a|b)+1*~(a|~b)-1*~a-2*~b)|(~y|z))+11*~(~(1*(a&b)+3*(a&~b)+3*~(a|b)+1*~(a|~b)-1*~a-2*~b)|(y|z))-1*~(~(1*(a&b)+3*(a&~b)+3*~(a|b)+1*~(a|~b)-1*~a-2*~b)|(~y|z))+10*(~(1*(a&b)+3*(a&~b)+3*~(a|b)+1*~(a|~b)-1*~a-2*~b)&(y&z))-2*((1*(a&b)+3*(a&~b)+3*~(a|b)+1*~(a|~b)-1*~a-2*~b)&(~y&z))-2*((1*(a&b)+3*(a&~b)+3*~(a|b)+1*~(a|~b)-1*~a-2*~b)&(y&z)),11*((a^y)&(a^z))-2*(a&z),11*a-11*(a&y)+11*(y&z)-13*(a&z),11*a-11*(a&y)+11*(y&z)-13*(a&z),True,0.2521076202392578
-5*((-10*(a&b)+7*(a&~b)-7*(a^b)+11*~(a^b)-11*~(a|b)+8*~(a|~b))^~(x&(~(-10*(a&b)+7*(a&~b)-7*(a^b)+11*~(a^b)-11*~(a|b)+8*~(a|~b))&z)))-1*(x&((-10*(a&b)+7*(a&~b)-7*(a^b)+11*~(a^b)-11*~(a|b)+8*~(a|~b))^z))+3*(z^(x|((-10*(a&b)+7*(a&~b)-7*(a^b)+11*~(a^b)-11*~(a|b)+8*~(a|~b))&z)))+5*~(x|((-10*(a&b)+7*(a&~b)-7*(a^b)+11*~(a^b)-11*~(a|b)+8*~(a|~b))|z))-2*~(~x|(~(-10*(a&b)+7*(a&~b)-7*(a^b)+11*~(a^b)-11*~(a|b)+8*~(a|~b))|z))+2*(~x&(~(-10*(a&b)+7*(a&~b)-7*(a^b)+11*~(a^b)-11*~(a|b)+8*~(a|~b))&z))+1*(x&(~(-10*(a&b)+7*(a&~b)-7*(a^b)+11*~(a^b)-11*~(a|b)+8*~(a|~b))&z)),-2*~(~x|(b|z)),-2*x+2*(x&b)+2*(x&z)-2*(x&b&z),-2*x+2*(x&b)+2*(x&z)-2*(x&b&z),True,0.21814703941345215
2*(z&~((-10*(a&~b)+1*~(a&~b)-12*~(a|b)-1*~(a|~b)+11*~b)&y))+4*~((-10*(a&~b)+1*~(a&~b)-12*~(a|b)-1*~(a|~b)+11*~b)|(~y&z))-4*~((-10*(a&~b)+1*~(a&~b)-12*~(a|b)-1*~(a|~b)+11*~b)|(y|z))-4*~((-10*(a&~b)+1*~(a&~b)-12*~(a|b)-1*~(a|~b)+11*~b)|(~y|z))-5*~(~(-10*(a&~b)+1*~(a&~b)-12*~(a|b)-1*~(a|~b)+11*~b)|(y|z))-7*(~(-10*(a&~b)+1*~(a&~b)-12*~(a|b)-1*~(a|~b)+11*~b)&(~y&z))-2*((-10*(a&~b)+1*~(a&~b)-12*~(a|b)-1*~(a|~b)+11*~b)&(~y&z)),6*(~a&(y&z))-5*(~y&(a^z)),-5*a-5*z+5*(a&y)+11*(y&z)+10*(a&z)-16*(a&y&z),-5*a-5*z+5*(a&y)+11*(y&z)+10*(a&z)-16*(a&y&z),True,0.1917402744293213
7*(z^(x&((13*(a&b)+1*(a&~b)-1*(a|~b)-11*~(a&~b)+12*~(a|b)+12*~(a|~b))|z)))-1*(~x|(~(13*(a&b)+1*(a&~b)-1*(a|~b)-11*~(a&~b)+12*~(a|b)+12*~(a|~b))|z))+1*~(x|(~(13*(a&b)+1*(a&~b)-1*(a|~b)-11*~(a&~b)+12*~(a|b)+12*~(a|~b))|z))+1*~(~x|((13*(a&b)+1*(a&~b)-1*(a|~b)-11*~(a&~b)+12*~(a|b)+12*~(a|~b))|z))-6*(~x&(~(13*(a&b)+1*(a&~b)-1*(a|~b)-11*~(a&~b)+12*~(a|b)+12*~(a|~b))&z))-6*(~x&((13*(a&b)+1*(a&~b)-1*(a|~b)-11*~(a&~b)+12*~(a|b)+12*~(a|~b))&z))+1*(x&(~(13*(a&b)+1*(a&~b)-1*(a|~b)-11*~(a&~b)+12*~(a|b)+12*~(a|~b))&z)),8*~(~x|(~b|z))-1*(b^~(x|(~b&z))),x+b+z+6*(x&b)-(b&z)-(x&z)-7*(x&b&z)-~(x&~x),x+b+z+6*(x&b)-(b&z)-(x&z)-7*(x&b&z)-~(x&~x),True,0.24235749244689941
7*(z&((1*(a&b)+13*(a&~b)-11*(a^b)+1*~(a|b)+11*~(a|~b)-1*~b)^y))+7*((y&~z)|~((1*(a&b)+13*(a&~b)-11*(a^b)+1*~(a|b)+11*~(a|~b)-1*~b)|(~y&z)))+2*(z^~((1*(a&b)+13*(a&~b)-11*(a^b)+1*~(a|b)+11*~(a|~b)-1*~b)|(y&z)))-9*~((1*(a&b)+13*(a&~b)-11*(a^b)+1*~(a|b)+11*~(a|~b)-1*~b)|(~y|z))-7*~(~(1*(a&b)+13*(a&~b)-11*(a^b)+1*~(a|b)+11*~(a|~b)-1*~b)|(~y|z))-16*(~(1*(a&b)+13*(a&~b)-11*(a^b)+1*~(a|b)+11*~(a|~b)-1*~b)&(y&z))-2*((1*(a&b)+13*(a&~b)-11*(a^b)+1*~(a|b)+11*~(a|~b)-1*~b)&(y&z)),9*(a&(~y&z))+9*~(a|(y|z)),-9*a-9*y-9*z+9*(a&y)+9*(y&z)+18*(a&z)-18*(a&y&z)+9*~(a&~a),-9*a-9*y-9*z+9*(a&y)+9*(y&z)+18*(a&z)-18*(a&y&z)+9*~(a&~a),True,0.2724437713623047
-7*(~(x&(7*(a&b)+11*(a&~b)-5*~(a&b)-6*~(a&~a)+11*~(a|b)+12*~(a|~b)))&~((7*(a&b)+11*(a&~b)-5*~(a&b)-6*~(a&~a)+11*~(a|b)+12*~(a|~b))^z))-11*((x|(7*(a&b)+11*(a&~b)-5*~(a&b)-6*~(a&~a)+11*~(a|b)+12*~(a|~b)))&~((7*(a&b)+11*(a&~b)-5*~(a&b)-6*~(a&~a)+11*~(a|b)+12*~(a|~b))^z))+6*~(x|((7*(a&b)+11*(a&~b)-5*~(a&b)-6*~(a&~a)+11*~(a|b)+12*~(a|~b))|z))+18*~(~x|((7*(a&b)+11*(a&~b)-5*~(a&b)-6*~(a&~a)+11*~(a|b)+12*~(a|~b))|z))+17*(~x&((7*(a&b)+11*(a&~b)-5*~(a&b)-6*~(a&~a)+11*~(a|b)+12*~(a|~b))&z))-1*(x&(~(7*(a&b)+11*(a&~b)-5*~(a&b)-6*~(a&~a)+11*~(a|b)+12*~(a|~b))&z))+11*(x&((7*(a&b)+11*(a&~b)-5*~(a&b)-6*~(a&~a)+11*~(a|b)+12*~(a|~b))&z)),-1*(~(x&b)&~(x^(b^z))),x+b+z-(x&b)-2*(b&z)-2*(x&z)+3*(x&b&z)-~(x&~x),x+b+z-(x&b)-2*(b&z)-2*(x&z)+3*(x&b&z)-~(x&~x),True,0.19565820693969727
7*(y^((5*(a&b)+5*(a&~b)-5*(a|b)+1*~(a&~a)-1*~(a|b)+4*~(a|~b))&~z))-7*~(~(5*(a&b)+5*(a&~b)-5*(a|b)+1*~(a&~a)-1*~(a|b)+4*~(a|~b))|(y&z))-2*~((5*(a&b)+5*(a&~b)-5*(a|b)+1*~(a&~a)-1*~(a|b)+4*~(a|~b))|(y|z))-7*~((5*(a&b)+5*(a&~b)-5*(a|b)+1*~(a&~a)-1*~(a|b)+4*~(a|~b))|(~y|z))-7*(~(5*(a&b)+5*(a&~b)-5*(a|b)+1*~(a&~a)-1*~(a|b)+4*~(a|~b))&(y&z))+7*((5*(a&b)+5*(a&~b)-5*(a|b)+1*~(a&~a)-1*~(a|b)+4*~(a|~b))&(~y&z))-9*((5*(a&b)+5*(a&~b)-5*(a|b)+1*~(a&~a)-1*~(a|b)+4*~(a|~b))&(y&z)),-5*~(~a|(~y|z))-2*(y^~(a|(~y&z))),2*a+2*y+2*z-9*(a&y)-2*(y&z)-2*(a&z)+7*(a&y&z)-2*~(a&~a),2*a+2*y+2*z-9*(a&y)-2*(y&z)-2*(a&z)+7*(a&y&z)-2*~(a&~a),True,0.20297646522521973
1*((x&z)^~((8*(a&b)+9*(a&~b)-2*(a^b)-7*a+3*~(a|~b))&~z))-5*(z^(x&(8*(a&b)+9*(a&~b)-2*(a^b)-7*a+3*~(a|~b))))-3*~(x|((8*(a&b)+9*(a&~b)-2*(a^b)-7*a+3*~(a|~b))|z))-1*~(~x|((8*(a&b)+9*(a&~b)-2*(a^b)-7*a+3*~(a|~b))|z))+3*~(~x|(~(8*(a&b)+9*(a&~b)-2*(a^b)-7*a+3*~(a|~b))|z))+4*(~x&(~(8*(a&b)+9*(a&~b)-2*(a^b)-7*a+3*~(a|~b))&z))+2*(~x&((8*(a&b)+9*(a&~b)-2*(a^b)-7*a+3*~(a|~b))&z)),-2*(~(x&~b)&~(x^(b^z)))-5*(x&(~b&z)),2*x+2*b+2*z-4*(x&b)-4*(b&z)-7*(x&z)+11*(x&b&z)-2*~(x&~x),2*x+2*b+2*z-4*(x&b)-4*(b&z)-7*(x&z)+11*(x&b&z)-2*~(x&~x),True,0.20589399337768555
